piRs	consolidated_id
piR-hsa-130911,piR-hsa-138497,piR-hsa-160822,piR-hsa-162910,piR-hsa-349014,piR-hsa-721807,piR-hsa-722941,piR-hsa-733914,piR-hsa-769555,piR-hsa-787811	piR-hsa-concat-000929
piR-hsa-160791,piR-hsa-353104,piR-hsa-748833	piR-hsa-concat-000930
piR-hsa-166352,piR-hsa-334752,piR-hsa-737783	piR-hsa-concat-000931
piR-hsa-371253,piR-hsa-742434,piR-hsa-765041,piR-hsa-7900491	piR-hsa-concat-000932
piR-hsa-1283021,piR-hsa-1301259,piR-hsa-157312,piR-hsa-159992,piR-hsa-2842053,piR-hsa-334458,piR-hsa-725959,piR-hsa-7650952,piR-hsa-776376	piR-hsa-concat-000933
piR-hsa-134962,piR-hsa-144696,piR-hsa-145233,piR-hsa-155245,piR-hsa-354488,piR-hsa-746408,piR-hsa-747805,piR-hsa-760542	piR-hsa-concat-000934
piR-hsa-3408332,piR-hsa-3665531	piR-hsa-concat-000458
piR-hsa-106808,piR-hsa-155644	piR-hsa-concat-000459
piR-hsa-161068,piR-hsa-40138	piR-hsa-concat-000460
piR-hsa-104123,piR-hsa-757768	piR-hsa-concat-000517
piR-hsa-731076,piR-hsa-94934	piR-hsa-concat-000518
piR-hsa-101934,piR-hsa-1235721	piR-hsa-concat-000519
piR-hsa-1284796,piR-hsa-639962	piR-hsa-concat-000520
piR-hsa-1260460,piR-hsa-704032	piR-hsa-concat-000521
piR-hsa-131961,piR-hsa-134766,piR-hsa-141915,piR-hsa-150409,piR-hsa-150436,piR-hsa-153016,piR-hsa-154962,piR-hsa-162528,piR-hsa-163844,piR-hsa-166002,piR-hsa-167557,piR-hsa-170271,piR-hsa-171629,piR-hsa-364552,piR-hsa-767445	piR-hsa-concat-000522
piR-hsa-132702,piR-hsa-142559,piR-hsa-154277,piR-hsa-154801	piR-hsa-concat-000523
piR-hsa-132651,piR-hsa-138012,piR-hsa-138298,piR-hsa-138434,piR-hsa-141981,piR-hsa-142624,piR-hsa-144591,piR-hsa-145615,piR-hsa-145982,piR-hsa-149688,piR-hsa-152834,piR-hsa-153844,piR-hsa-155022,piR-hsa-155711,piR-hsa-156592,piR-hsa-157455,piR-hsa-158116,piR-hsa-160258,piR-hsa-161487,piR-hsa-164056,piR-hsa-164969,piR-hsa-166734,piR-hsa-168502,piR-hsa-341958,piR-hsa-347211,piR-hsa-766565,piR-hsa-773980,piR-hsa-775143	piR-hsa-concat-000524
piR-hsa-131042,piR-hsa-140898,piR-hsa-141084,piR-hsa-145041,piR-hsa-151052,piR-hsa-155943,piR-hsa-156274,piR-hsa-165907,piR-hsa-166795,piR-hsa-166840,piR-hsa-169603,piR-hsa-171567,piR-hsa-338949,piR-hsa-357658,piR-hsa-377639,piR-hsa-722540,piR-hsa-747806,piR-hsa-749846,piR-hsa-767533,piR-hsa-777540,piR-hsa-783157,piR-hsa-785066	piR-hsa-concat-000525
piR-hsa-133438,piR-hsa-138166,piR-hsa-140411,piR-hsa-143596,piR-hsa-149977,piR-hsa-150042,piR-hsa-150707,piR-hsa-156671,piR-hsa-162841,piR-hsa-335219,piR-hsa-345641,piR-hsa-734696,piR-hsa-772850,piR-hsa-787509,piR-hsa-788576	piR-hsa-concat-000526
piR-hsa-130758,piR-hsa-137300,piR-hsa-154842,piR-hsa-156236,piR-hsa-158177,piR-hsa-158246,piR-hsa-162911,piR-hsa-164389,piR-hsa-171498,piR-hsa-335754,piR-hsa-358066,piR-hsa-720558,piR-hsa-730347,piR-hsa-735226,piR-hsa-746873,piR-hsa-764848,piR-hsa-766373,piR-hsa-784873	piR-hsa-concat-000527
piR-hsa-143239,piR-hsa-143270,piR-hsa-150212,piR-hsa-152580,piR-hsa-162063,piR-hsa-165623,piR-hsa-338837,piR-hsa-356374,piR-hsa-379238,piR-hsa-775150	piR-hsa-concat-000528
piR-hsa-135572,piR-hsa-139375,piR-hsa-142945,piR-hsa-143732,piR-hsa-144208,piR-hsa-144439,piR-hsa-145557,piR-hsa-148418,piR-hsa-153994,piR-hsa-158839,piR-hsa-159433,piR-hsa-160428,piR-hsa-161829,piR-hsa-165990,piR-hsa-169970,piR-hsa-730745,piR-hsa-738427,piR-hsa-759788,piR-hsa-784756	piR-hsa-concat-000529
piR-hsa-136231,piR-hsa-157067,piR-hsa-159143,piR-hsa-338825,piR-hsa-763205	piR-hsa-concat-000530
piR-hsa-148688,piR-hsa-729668	piR-hsa-concat-000531
piR-hsa-2924894,piR-hsa-3738737	piR-hsa-concat-000476
piR-hsa-370605,piR-hsa-78129	piR-hsa-concat-000478
piR-hsa-364729,piR-hsa-62025	piR-hsa-concat-000479
piR-hsa-778668,piR-hsa-782968	piR-hsa-concat-000481
piR-hsa-161912,piR-hsa-787793	piR-hsa-concat-000482
piR-hsa-153592,piR-hsa-731386,piR-hsa-746261	piR-hsa-concat-000483
piR-hsa-132040,piR-hsa-139968,piR-hsa-148060,piR-hsa-153660,piR-hsa-166654,piR-hsa-166700,piR-hsa-746282,piR-hsa-751295,piR-hsa-761478,piR-hsa-769889,piR-hsa-783156	piR-hsa-concat-000484
piR-hsa-131098,piR-hsa-139082	piR-hsa-concat-000485
piR-hsa-166395,piR-hsa-772998	piR-hsa-concat-000486
piR-hsa-162077,piR-hsa-742754	piR-hsa-concat-000487
piR-hsa-3616,piR-hsa-372416	piR-hsa-concat-001959
piR-hsa-350856,piR-hsa-506414,piR-hsa-729750	piR-hsa-concat-001960
piR-hsa-563359,piR-hsa-748087,piR-hsa-763428	piR-hsa-concat-001961
piR-hsa-750987,piR-hsa-761353,piR-hsa-772865,piR-hsa-785337	piR-hsa-concat-000882
piR-hsa-745956,piR-hsa-762435	piR-hsa-concat-000890
piR-hsa-751111,piR-hsa-780073	piR-hsa-concat-000891
piR-hsa-162211,piR-hsa-351007,piR-hsa-738264,piR-hsa-739092,piR-hsa-748475,piR-hsa-751789,piR-hsa-767767,piR-hsa-775762,piR-hsa-780945	piR-hsa-concat-000892
piR-hsa-745956,piR-hsa-754195,piR-hsa-762435	piR-hsa-concat-000501
piR-hsa-121663,piR-hsa-155586	piR-hsa-concat-000508
piR-hsa-146294,piR-hsa-220748	piR-hsa-concat-000509
piR-hsa-2852402,piR-hsa-411374	piR-hsa-concat-003759
piR-hsa-729312,piR-hsa-752198	piR-hsa-concat-000512
piR-hsa-136886,piR-hsa-737051	piR-hsa-concat-000513
piR-hsa-351271,piR-hsa-758231	piR-hsa-concat-000514
piR-hsa-741691,piR-hsa-757811,piR-hsa-784352	piR-hsa-concat-000515
piR-hsa-3923543,piR-hsa-7735675	piR-hsa-concat-000516
piR-hsa-1232252,piR-hsa-333323	piR-hsa-concat-000537
piR-hsa-334167,piR-hsa-34289	piR-hsa-concat-000538
piR-hsa-216263,piR-hsa-346073	piR-hsa-concat-000539
piR-hsa-1293439,piR-hsa-475493	piR-hsa-concat-000540
piR-hsa-2839089,piR-hsa-635382	piR-hsa-concat-000541
piR-hsa-137288,piR-hsa-155497	piR-hsa-concat-000542
piR-hsa-3440579,piR-hsa-4457103	piR-hsa-concat-000543
piR-hsa-3655348,piR-hsa-4650727	piR-hsa-concat-000544
piR-hsa-149719,piR-hsa-340898,piR-hsa-692338	piR-hsa-concat-000550
piR-hsa-1079473,piR-hsa-1294968	piR-hsa-concat-000551
piR-hsa-359031,piR-hsa-551369	piR-hsa-concat-000552
piR-hsa-145683,piR-hsa-157899,piR-hsa-288521	piR-hsa-concat-000553
piR-hsa-299607,piR-hsa-731102,piR-hsa-741034	piR-hsa-concat-000554
piR-hsa-112592,piR-hsa-151756	piR-hsa-concat-000896
piR-hsa-130717,piR-hsa-81595	piR-hsa-concat-000897
piR-hsa-154629,piR-hsa-51074	piR-hsa-concat-000898
piR-hsa-154812,piR-hsa-785096	piR-hsa-concat-000899
piR-hsa-158982,piR-hsa-196607	piR-hsa-concat-000900
piR-hsa-144395,piR-hsa-165360	piR-hsa-concat-000901
piR-hsa-135473,piR-hsa-138899,piR-hsa-159464,piR-hsa-162879,piR-hsa-166807	piR-hsa-concat-000902
piR-hsa-133772,piR-hsa-171302	piR-hsa-concat-000903
piR-hsa-134928,piR-hsa-136728,piR-hsa-143956,piR-hsa-144033,piR-hsa-149734,piR-hsa-150351,piR-hsa-152560,piR-hsa-156242,piR-hsa-156254,piR-hsa-157233,piR-hsa-157522,piR-hsa-157787,piR-hsa-158795,piR-hsa-159986,piR-hsa-160129,piR-hsa-161845,piR-hsa-162869,piR-hsa-164518,piR-hsa-166592,piR-hsa-168704,piR-hsa-171795,piR-hsa-335504,piR-hsa-348176,piR-hsa-361192	piR-hsa-concat-000904
piR-hsa-135167,piR-hsa-140864,piR-hsa-142073,piR-hsa-143694,piR-hsa-145174,piR-hsa-155457,piR-hsa-159923,piR-hsa-161628,piR-hsa-164351,piR-hsa-167702,piR-hsa-336720,piR-hsa-361998,piR-hsa-367032,piR-hsa-379243,piR-hsa-729227,piR-hsa-740958,piR-hsa-749577,piR-hsa-761491,piR-hsa-782000	piR-hsa-concat-000905
piR-hsa-131914,piR-hsa-134523,piR-hsa-134529,piR-hsa-152969,piR-hsa-153035,piR-hsa-349555,piR-hsa-739693,piR-hsa-758262	piR-hsa-concat-000906
piR-hsa-131012,piR-hsa-131712,piR-hsa-134063,piR-hsa-145626,piR-hsa-155935,piR-hsa-161017,piR-hsa-161314,piR-hsa-162030,piR-hsa-169576,piR-hsa-335752,piR-hsa-356158,piR-hsa-356750,piR-hsa-732760,piR-hsa-757531,piR-hsa-761994,piR-hsa-768361,piR-hsa-774294,piR-hsa-784033,piR-hsa-785510	piR-hsa-concat-000907
piR-hsa-131873,piR-hsa-136673,piR-hsa-141738,piR-hsa-143889,piR-hsa-150486,piR-hsa-159335,piR-hsa-160591,piR-hsa-164316,piR-hsa-164368,piR-hsa-170280,piR-hsa-336229,piR-hsa-362444,piR-hsa-723661,piR-hsa-728500,piR-hsa-780304,piR-hsa-780460,piR-hsa-785800	piR-hsa-concat-000908
piR-hsa-131696,piR-hsa-136200,piR-hsa-145993,piR-hsa-146571,piR-hsa-148496,piR-hsa-152615,piR-hsa-154498,piR-hsa-157091,piR-hsa-169308,piR-hsa-334500,piR-hsa-370392,piR-hsa-375448,piR-hsa-377795,piR-hsa-733501,piR-hsa-734164,piR-hsa-736826,piR-hsa-785952	piR-hsa-concat-000909
piR-hsa-154042,piR-hsa-361211,piR-hsa-760851,piR-hsa-787351	piR-hsa-concat-000910
piR-hsa-4697795,piR-hsa-7773487	piR-hsa-concat-000570
piR-hsa-348948,piR-hsa-780619	piR-hsa-concat-002114
piR-hsa-749485,piR-hsa-777867	piR-hsa-concat-000811
piR-hsa-735692,piR-hsa-745161	piR-hsa-concat-000810
piR-hsa-133893,piR-hsa-136566,piR-hsa-137838,piR-hsa-143412,piR-hsa-148624,piR-hsa-150206,piR-hsa-156380,piR-hsa-157014,piR-hsa-158633,piR-hsa-159921,piR-hsa-168393,piR-hsa-728853,piR-hsa-778934,piR-hsa-780430	piR-hsa-concat-000590
piR-hsa-132711,piR-hsa-137342,piR-hsa-140779,piR-hsa-143377,piR-hsa-150443,piR-hsa-150480,piR-hsa-151482,piR-hsa-154073,piR-hsa-155869,piR-hsa-156787,piR-hsa-161246,piR-hsa-162031,piR-hsa-162646,piR-hsa-165780,piR-hsa-168808,piR-hsa-378893	piR-hsa-concat-000593
piR-hsa-729346,piR-hsa-740456	piR-hsa-concat-000594
piR-hsa-139968,piR-hsa-757368	piR-hsa-concat-000595
piR-hsa-753689,piR-hsa-786892	piR-hsa-concat-000597
piR-hsa-2850731,piR-hsa-2852144	piR-hsa-concat-003207
piR-hsa-135260,piR-hsa-151349,piR-hsa-167670,piR-hsa-783687	piR-hsa-concat-002807
piR-hsa-140958,piR-hsa-142509,piR-hsa-147635	piR-hsa-concat-002808
piR-hsa-163213,piR-hsa-168242,piR-hsa-168491,piR-hsa-764736	piR-hsa-concat-002809
piR-hsa-144035,piR-hsa-168436,piR-hsa-780819	piR-hsa-concat-002810
piR-hsa-737153,piR-hsa-764804	piR-hsa-concat-003208
piR-hsa-1294510,piR-hsa-165803,piR-hsa-370278	piR-hsa-concat-003783
piR-hsa-1274144,piR-hsa-378809	piR-hsa-concat-000605
piR-hsa-131478,piR-hsa-132193,piR-hsa-134293,piR-hsa-134440,piR-hsa-137977,piR-hsa-138171,piR-hsa-139466,piR-hsa-142905,piR-hsa-145188,piR-hsa-156744,piR-hsa-157188,piR-hsa-163511,piR-hsa-165421,piR-hsa-165948,piR-hsa-169894	piR-hsa-concat-000620
piR-hsa-154799,piR-hsa-169991	piR-hsa-concat-000621
piR-hsa-138968,piR-hsa-139690,piR-hsa-140663,piR-hsa-144155,piR-hsa-167151	piR-hsa-concat-000622
piR-hsa-312940,piR-hsa-787305	piR-hsa-concat-000623
piR-hsa-131478,piR-hsa-132193,piR-hsa-134293,piR-hsa-134440,piR-hsa-137977,piR-hsa-138171,piR-hsa-139466,piR-hsa-142905,piR-hsa-145188,piR-hsa-157188,piR-hsa-163511,piR-hsa-165421,piR-hsa-165948,piR-hsa-169894	piR-hsa-concat-002035
piR-hsa-131095,piR-hsa-144447	piR-hsa-concat-000625
piR-hsa-166307,piR-hsa-168026,piR-hsa-170467	piR-hsa-concat-000626
piR-hsa-164440,piR-hsa-736135	piR-hsa-concat-000627
piR-hsa-135144,piR-hsa-136395,piR-hsa-142625,piR-hsa-351865	piR-hsa-concat-000628
piR-hsa-133371,piR-hsa-148664	piR-hsa-concat-000629
piR-hsa-162259,piR-hsa-166577,piR-hsa-731594	piR-hsa-concat-000630
piR-hsa-140803,piR-hsa-148174	piR-hsa-concat-000631
piR-hsa-139058,piR-hsa-145472,piR-hsa-145713,piR-hsa-166435,piR-hsa-171337	piR-hsa-concat-000632
piR-hsa-135972,piR-hsa-182882	piR-hsa-concat-000633
piR-hsa-133186,piR-hsa-141478	piR-hsa-concat-000634
piR-hsa-350323,piR-hsa-759707	piR-hsa-concat-000636
piR-hsa-155960,piR-hsa-358594	piR-hsa-concat-000637
piR-hsa-157121,piR-hsa-171056	piR-hsa-concat-000638
piR-hsa-138946,piR-hsa-156506,piR-hsa-163788,piR-hsa-164575	piR-hsa-concat-000639
piR-hsa-340068,piR-hsa-346798,piR-hsa-68633	piR-hsa-concat-000641
piR-hsa-144095,piR-hsa-239072,piR-hsa-777275	piR-hsa-concat-000642
piR-hsa-135461,piR-hsa-335929,piR-hsa-72845	piR-hsa-concat-000643
piR-hsa-141522,piR-hsa-367609,piR-hsa-574816	piR-hsa-concat-000644
piR-hsa-378013,piR-hsa-476063	piR-hsa-concat-000645
piR-hsa-418163,piR-hsa-741800	piR-hsa-concat-000646
piR-hsa-591718,piR-hsa-736585,piR-hsa-782213	piR-hsa-concat-000647
piR-hsa-357655,piR-hsa-457625,piR-hsa-758588	piR-hsa-concat-000648
piR-hsa-1285084,piR-hsa-712392,piR-hsa-757002	piR-hsa-concat-000649
piR-hsa-6629340,piR-hsa-7588446	piR-hsa-concat-000650
piR-hsa-3734602,piR-hsa-7837595	piR-hsa-concat-000651
piR-hsa-3222572,piR-hsa-3692856	piR-hsa-concat-000652
piR-hsa-516852,piR-hsa-722803	piR-hsa-concat-000653
piR-hsa-134893,piR-hsa-137746,piR-hsa-195307	piR-hsa-concat-000660
piR-hsa-150076,piR-hsa-153129	piR-hsa-concat-000661
piR-hsa-131141,piR-hsa-742785	piR-hsa-concat-001985
piR-hsa-144873,piR-hsa-151714,piR-hsa-91717	piR-hsa-concat-003292
piR-hsa-111409,piR-hsa-155259	piR-hsa-concat-003293
piR-hsa-356290,piR-hsa-595968	piR-hsa-concat-003294
piR-hsa-42755,piR-hsa-751953,piR-hsa-773950	piR-hsa-concat-003295
piR-hsa-168968,piR-hsa-202635,piR-hsa-732680	piR-hsa-concat-003296
piR-hsa-461910,piR-hsa-748157	piR-hsa-concat-000678
piR-hsa-230074,piR-hsa-2838796	piR-hsa-concat-000679
piR-hsa-726523,piR-hsa-737033	piR-hsa-concat-000680
piR-hsa-142429,piR-hsa-739674	piR-hsa-concat-000683
piR-hsa-3381915,piR-hsa-7633067	piR-hsa-concat-001061
piR-hsa-3005273,piR-hsa-3636346	piR-hsa-concat-000690
piR-hsa-166024,piR-hsa-765410	piR-hsa-concat-000691
piR-hsa-454806,piR-hsa-752049	piR-hsa-concat-000692
piR-hsa-142166,piR-hsa-147487,piR-hsa-75242	piR-hsa-concat-000693
piR-hsa-134650,piR-hsa-539187,piR-hsa-726129	piR-hsa-concat-000694
piR-hsa-161641,piR-hsa-217494,piR-hsa-753082	piR-hsa-concat-000695
piR-hsa-133194,piR-hsa-140977,piR-hsa-47791	piR-hsa-concat-000696
piR-hsa-139920,piR-hsa-156390,piR-hsa-197983	piR-hsa-concat-000697
piR-hsa-141014,piR-hsa-163734,piR-hsa-67131,piR-hsa-752503	piR-hsa-concat-000698
piR-hsa-162867,piR-hsa-329370,piR-hsa-351568,piR-hsa-765339	piR-hsa-concat-000699
piR-hsa-544962,piR-hsa-733521	piR-hsa-concat-000700
piR-hsa-741903,piR-hsa-787911	piR-hsa-concat-000701
piR-hsa-3266481,piR-hsa-3629495	piR-hsa-concat-000702
piR-hsa-2908612,piR-hsa-3632748	piR-hsa-concat-000781
piR-hsa-6053287,piR-hsa-7611468	piR-hsa-concat-000705
piR-hsa-139664,piR-hsa-749025,piR-hsa-751053	piR-hsa-concat-002967
piR-hsa-133360,piR-hsa-723603,piR-hsa-768424	piR-hsa-concat-002966
piR-hsa-131482,piR-hsa-132146,piR-hsa-132413,piR-hsa-133126,piR-hsa-133716,piR-hsa-133835,piR-hsa-135463,piR-hsa-136586,piR-hsa-137274,piR-hsa-139094,piR-hsa-140687,piR-hsa-141752,piR-hsa-142075,piR-hsa-142489,piR-hsa-143243,piR-hsa-144065,piR-hsa-144194,piR-hsa-145661,piR-hsa-146679,piR-hsa-148083,piR-hsa-149661,piR-hsa-150854,piR-hsa-152843,piR-hsa-154709,piR-hsa-154802,piR-hsa-156681,piR-hsa-156973,piR-hsa-158244,piR-hsa-158388,piR-hsa-159829,piR-hsa-160410,piR-hsa-162503,piR-hsa-165135,piR-hsa-166685,piR-hsa-166762,piR-hsa-171712,piR-hsa-171747,piR-hsa-367319,piR-hsa-737796,piR-hsa-739393,piR-hsa-753244,piR-hsa-760771,piR-hsa-760773,piR-hsa-763939	piR-hsa-concat-002955
piR-hsa-150364,piR-hsa-163391,piR-hsa-768174	piR-hsa-concat-002965
piR-hsa-130785,piR-hsa-131453,piR-hsa-132443,piR-hsa-132592,piR-hsa-132608,piR-hsa-133054,piR-hsa-136064,piR-hsa-138115,piR-hsa-138556,piR-hsa-139248,piR-hsa-140085,piR-hsa-143505,piR-hsa-144382,piR-hsa-145235,piR-hsa-145934,piR-hsa-146374,piR-hsa-148652,piR-hsa-149959,piR-hsa-150617,piR-hsa-151106,piR-hsa-151960,piR-hsa-152895,piR-hsa-153193,piR-hsa-155632,piR-hsa-156365,piR-hsa-156682,piR-hsa-157574,piR-hsa-157866,piR-hsa-158374,piR-hsa-158922,piR-hsa-159918,piR-hsa-162166,piR-hsa-162599,piR-hsa-167038,piR-hsa-168320,piR-hsa-168553,piR-hsa-168645,piR-hsa-169377,piR-hsa-170412,piR-hsa-171048,piR-hsa-171663,piR-hsa-334140,piR-hsa-337823,piR-hsa-746053,piR-hsa-757007	piR-hsa-concat-002954
piR-hsa-143040,piR-hsa-150278,piR-hsa-763611	piR-hsa-concat-002964
piR-hsa-131007,piR-hsa-132363,piR-hsa-133305,piR-hsa-134170,piR-hsa-135132,piR-hsa-135841,piR-hsa-137025,piR-hsa-139005,piR-hsa-139083,piR-hsa-139668,piR-hsa-140048,piR-hsa-140365,piR-hsa-140810,piR-hsa-140827,piR-hsa-140948,piR-hsa-142232,piR-hsa-143115,piR-hsa-147177,piR-hsa-148197,piR-hsa-149946,piR-hsa-151869,piR-hsa-155194,piR-hsa-155199,piR-hsa-155606,piR-hsa-156198,piR-hsa-158278,piR-hsa-159671,piR-hsa-161418,piR-hsa-162000,piR-hsa-163374,piR-hsa-164740,piR-hsa-165422,piR-hsa-166327,piR-hsa-168336,piR-hsa-169126,piR-hsa-170395,piR-hsa-170486,piR-hsa-171196,piR-hsa-344472,piR-hsa-352225,piR-hsa-736116,piR-hsa-779686	piR-hsa-concat-002953
piR-hsa-135358,piR-hsa-136051,piR-hsa-138388,piR-hsa-144756,piR-hsa-145439,piR-hsa-151599,piR-hsa-162348,piR-hsa-164758,piR-hsa-167261,piR-hsa-752945	piR-hsa-concat-002963
piR-hsa-2833690,piR-hsa-2852694	piR-hsa-concat-002962
piR-hsa-164179,piR-hsa-726613	piR-hsa-concat-002961
piR-hsa-131631,piR-hsa-134405,piR-hsa-138535,piR-hsa-139397,piR-hsa-145466,piR-hsa-146203,piR-hsa-147564,piR-hsa-150722,piR-hsa-152298,piR-hsa-160561,piR-hsa-163459,piR-hsa-763737	piR-hsa-concat-002960
piR-hsa-132380,piR-hsa-133459,piR-hsa-133706,piR-hsa-133960,piR-hsa-134260,piR-hsa-135658,piR-hsa-137217,piR-hsa-138065,piR-hsa-139166,piR-hsa-140294,piR-hsa-142626,piR-hsa-142678,piR-hsa-142873,piR-hsa-143051,piR-hsa-144654,piR-hsa-145425,piR-hsa-145759,piR-hsa-147345,piR-hsa-148070,piR-hsa-148334,piR-hsa-149469,piR-hsa-151748,piR-hsa-151914,piR-hsa-152377,piR-hsa-158448,piR-hsa-159544,piR-hsa-160444,piR-hsa-161290,piR-hsa-161995,piR-hsa-162483,piR-hsa-162839,piR-hsa-163099,piR-hsa-164099,piR-hsa-164133,piR-hsa-165958,piR-hsa-167070,piR-hsa-167843,piR-hsa-167944,piR-hsa-171765	piR-hsa-concat-002952
piR-hsa-146186,piR-hsa-725397,piR-hsa-737910,piR-hsa-755259,piR-hsa-787476	piR-hsa-concat-002959
piR-hsa-133685,piR-hsa-134483,piR-hsa-134516,piR-hsa-135537,piR-hsa-138928,piR-hsa-139158,piR-hsa-141682,piR-hsa-141924,piR-hsa-142061,piR-hsa-142195,piR-hsa-144483,piR-hsa-144764,piR-hsa-145194,piR-hsa-145620,piR-hsa-147736,piR-hsa-148361,piR-hsa-149510,piR-hsa-150010,piR-hsa-151613,piR-hsa-152412,piR-hsa-152435,piR-hsa-153386,piR-hsa-156439,piR-hsa-157010,piR-hsa-158718,piR-hsa-158739,piR-hsa-160218,piR-hsa-160961,piR-hsa-163782,piR-hsa-165146,piR-hsa-165551,piR-hsa-166172,piR-hsa-167391,piR-hsa-167677,piR-hsa-169489,piR-hsa-169648	piR-hsa-concat-002951
piR-hsa-146772,piR-hsa-160672	piR-hsa-concat-002958
piR-hsa-132190,piR-hsa-133206,piR-hsa-136114,piR-hsa-136324,piR-hsa-137188,piR-hsa-138283,piR-hsa-138402,piR-hsa-138678,piR-hsa-139236,piR-hsa-140892,piR-hsa-141080,piR-hsa-143088,piR-hsa-145239,piR-hsa-146254,piR-hsa-147176,piR-hsa-149678,piR-hsa-150255,piR-hsa-151162,piR-hsa-152445,piR-hsa-156610,piR-hsa-158921,piR-hsa-159374,piR-hsa-160585,piR-hsa-160801,piR-hsa-161815,piR-hsa-163084,piR-hsa-163156,piR-hsa-164140,piR-hsa-169876,piR-hsa-369491,piR-hsa-769612,piR-hsa-773697	piR-hsa-concat-002950
piR-hsa-723443,piR-hsa-727778,piR-hsa-776045	piR-hsa-concat-002957
piR-hsa-130605,piR-hsa-130844,piR-hsa-131159,piR-hsa-132404,piR-hsa-132787,piR-hsa-134557,piR-hsa-134679,piR-hsa-136479,piR-hsa-138161,piR-hsa-138667,piR-hsa-139802,piR-hsa-141100,piR-hsa-142042,piR-hsa-144004,piR-hsa-144127,piR-hsa-144310,piR-hsa-149633,piR-hsa-150568,piR-hsa-153273,piR-hsa-153274,piR-hsa-153293,piR-hsa-153446,piR-hsa-156065,piR-hsa-160503,piR-hsa-162114,piR-hsa-163134,piR-hsa-163297,piR-hsa-169643,piR-hsa-170024,piR-hsa-746886	piR-hsa-concat-002949
piR-hsa-2830735,piR-hsa-2853348,piR-hsa-784975	piR-hsa-concat-002956
piR-hsa-134419,piR-hsa-138043,piR-hsa-139798,piR-hsa-141848,piR-hsa-142534,piR-hsa-143395,piR-hsa-143708,piR-hsa-146557,piR-hsa-148190,piR-hsa-153485,piR-hsa-155057,piR-hsa-155434,piR-hsa-155686,piR-hsa-157367,piR-hsa-157914,piR-hsa-158296,piR-hsa-159201,piR-hsa-159728,piR-hsa-160653,piR-hsa-163177,piR-hsa-164449,piR-hsa-164835,piR-hsa-165775,piR-hsa-165927,piR-hsa-166092,piR-hsa-169964,piR-hsa-171230	piR-hsa-concat-002948
piR-hsa-131277,piR-hsa-131582,piR-hsa-132637,piR-hsa-135296,piR-hsa-137311,piR-hsa-137491,piR-hsa-138119,piR-hsa-143545,piR-hsa-143653,piR-hsa-144059,piR-hsa-147494,piR-hsa-148201,piR-hsa-148410,piR-hsa-149371,piR-hsa-152206,piR-hsa-160959,piR-hsa-163094,piR-hsa-164161,piR-hsa-165132,piR-hsa-167787,piR-hsa-170457,piR-hsa-726878,piR-hsa-774650	piR-hsa-concat-002947
piR-hsa-130756,piR-hsa-132783,piR-hsa-142148,piR-hsa-145036,piR-hsa-154949,piR-hsa-158769,piR-hsa-160824,piR-hsa-169886,piR-hsa-170113,piR-hsa-170869,piR-hsa-737107,piR-hsa-774230	piR-hsa-concat-002946
piR-hsa-137344,piR-hsa-139390,piR-hsa-142186,piR-hsa-146137,piR-hsa-151290,piR-hsa-154205,piR-hsa-155032,piR-hsa-155694,piR-hsa-162749,piR-hsa-164286,piR-hsa-164801,piR-hsa-166695,piR-hsa-167185	piR-hsa-concat-002945
piR-hsa-1275890,piR-hsa-135068	piR-hsa-concat-003028
piR-hsa-3145892,piR-hsa-4414857	piR-hsa-concat-003259
piR-hsa-161162,piR-hsa-161541,piR-hsa-781533	piR-hsa-concat-001849
piR-hsa-137438,piR-hsa-757878	piR-hsa-concat-001848
piR-hsa-361110,piR-hsa-735479	piR-hsa-concat-001847
piR-hsa-141864,piR-hsa-369339	piR-hsa-concat-001846
piR-hsa-137745,piR-hsa-350151,piR-hsa-732067	piR-hsa-concat-000749
piR-hsa-3209456,piR-hsa-4389499	piR-hsa-concat-000793
piR-hsa-2689665,piR-hsa-4433166	piR-hsa-concat-000787
piR-hsa-3549814,piR-hsa-3632754	piR-hsa-concat-000795
piR-hsa-3606787,piR-hsa-7986106	piR-hsa-concat-000796
piR-hsa-3489339,piR-hsa-3655396	piR-hsa-concat-003276
piR-hsa-3492213,piR-hsa-3655237	piR-hsa-concat-003275
piR-hsa-3525259,piR-hsa-4425886	piR-hsa-concat-000772
piR-hsa-3141398,piR-hsa-7694351	piR-hsa-concat-000780
piR-hsa-166362,piR-hsa-3449067	piR-hsa-concat-003274
piR-hsa-2876005,piR-hsa-4419503	piR-hsa-concat-000794
piR-hsa-3210310,piR-hsa-8056735	piR-hsa-concat-000790
piR-hsa-129607,piR-hsa-733271	piR-hsa-concat-000792
piR-hsa-151277,piR-hsa-341788,piR-hsa-41770	piR-hsa-concat-003260
piR-hsa-109329,piR-hsa-362013,piR-hsa-371406	piR-hsa-concat-003261
piR-hsa-227854,piR-hsa-347920,piR-hsa-757446	piR-hsa-concat-003262
piR-hsa-347552,piR-hsa-684678,piR-hsa-739050	piR-hsa-concat-003263
piR-hsa-165953,piR-hsa-323737,piR-hsa-334680,piR-hsa-770554	piR-hsa-concat-003264
piR-hsa-347632,piR-hsa-786527	piR-hsa-concat-003265
piR-hsa-3463819,piR-hsa-3643241	piR-hsa-concat-003266
piR-hsa-3234225,piR-hsa-4397859	piR-hsa-concat-003267
